,NO_IES,SG_IES,NO_MANTENEDORA,TP_CAT_ADM_NAME,TP_ORG_ACAD_NAME,NU_ANO_CENSO,QT_CARGA_HORARIA_TOTAL,QT_VAGA_TOTAL,QT_INSCRITO_TOTAL,TOTAL_ALUNOS,ALUNOS_TRANSF,CO_LOCAL_OFERTA,UF,MUNICIPIO,IN_CAPITAL,NO_CURSO,IN_GRATUITO,DT_INICIO_FUNCIONAMENTO,DT_AUTORIZACAO_CURSO,IN_OFERECE_DISC_SEMI_PRES,NU_PERC_CARGA_SEMI_PRES,IN_INGRESSO_VESTIBULAR,IN_INGRESSO_ENEM,IN_INGRESSO_AVALIACAO_SERIADA,IN_INGRESSO_SELECAO_SIMPLIFICA,IN_INGRESSO_OUTRO_TIPO_SELECAO,IN_INGRESSO_VAGA_REMANESC,IN_INGRESSO_VAGA_PROG_ESPECIAL,IN_INGRESSO_TRANSF_EXOFFICIO,IN_INGRESSO_DECISAO_JUDICIAL,IN_INGRESSO_CONVENIO_PECG,IN_INGRESSO_EGRESSO,IN_INGRESSO_OUTRA_FORMA,IN_RESERVA_VAGAS,IN_RESERVA_ETNICO,IN_RESERVA_DEFICIENCIA,IN_RESERVA_ENSINO_PUBLICO,IN_RESERVA_RENDA_FAMILIAR,IN_RESERVA_OUTRA,IN_FINANCIAMENTO_ESTUDANTIL,IN_FIN_REEMB_FIES,IN_FIN_REEMB_ESTADUAL,IN_FIN_REEMB_MUNICIPAL,IN_FIN_REEMB_PROG_IES,IN_FIN_REEMB_ENT_EXTERNA,IN_FIN_REEMB_OUTRA,IN_FIN_NAOREEMB_PROUNI_INTEGR,IN_FIN_NAOREEMB_PROUNI_PARCIAL,IN_FIN_NAOREEMB_ESTADUAL,IN_FIN_NAOREEMB_MUNICIPAL,IN_FIN_NAOREEMB_PROG_IES,IN_FIN_NAOREEMB_ENT_EXTERNA,IN_FIN_NAOREEMB_OUTRA,IN_ATIVIDADE_EXTRACURRICULAR,IN_COMPLEMENTAR_ESTAGIO,IN_COMPLEMENTAR_EXTENSAO,IN_COMPLEMENTAR_MONITORIA,IN_COMPLEMENTAR_PESQUISA,IN_BOLSA_ESTAGIO,IN_BOLSA_EXTENSAO,IN_BOLSA_MONITORIA,IN_BOLSA_PESQUISA,IN_MOBILIDADE_ACADEMICA,IN_MATRICULA,IN_CONCLUINTE,IN_INGRESSO_TOTAL,QT_INSC_VAGA_NOVA_INTEGRAL,QT_INSC_VAGA_REMAN_INTEGRAL,QT_INSC_PROG_ESP_INTEGRAL,QT_VAGAS_NOVAS_INTEGRAL,QT_VAGAS_REMAN_INTEGRAL,QT_VAGAS_PROG_ESP_INTEGRAL,QT_INGRESSO_TOTAL,QT_INGRESSO_VAGA_NOVA,QT_MATRICULA_TOTAL,QT_CONCLUINTE_TOTAL,CO_MANTENEDORA,CO_IES,CO_CURSO,CO_UF,CO_MUNICIPIO
247,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,UNIVERSIDADE FEDERAL DE SAO JOAO DEL-REI,Pública Federal,Universidade,2018,7328,81,5793,378,0,144404.0,Minas Gerais,Divinópolis,0.0,MEDICINA,1,02/04/2008,,0.0,,52,249,22,0,0.0,50,0,3,0,2,0,0.0,156,90.0,5.0,149.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,7.0,17.0,16.0,0.0,7.0,17.0,16.0,0.0,378,57,73,5702.0,91.0,0.0,60.0,21.0,0.0,78,61,378,57,81,107,120983,31.0,3122306.0
248,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,UNIVERSIDADE FEDERAL DE SAO JOAO DEL-REI,Pública Federal,Universidade,2018,7464,53,2949,193,0,290.0,Minas Gerais,São João del Rei,0.0,MEDICINA,1,17/03/2014,,0.0,,0,145,13,0,0.0,29,0,1,0,5,0,0.0,81,46.0,1.0,75.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,14.0,18.0,9.0,0.0,14.0,18.0,9.0,1.0,193,0,45,2806.0,143.0,0.0,40.0,13.0,0.0,51,40,193,0,81,107,1216474,31.0,3162500.0
249,CENTRO UNIVERSITÁRIO PRESIDENTE TANCREDO DE ALMEIDA NEVES,UNIPTAN,IPTAN - INSTITUTO DE ENSINO SUPERIOR PRESIDENTE TANCREDO DE ALMEIDA NEVES S.A.,Privada com fins lucrativos,Centro Universitário,2018,7559,106,207,241,0,658611.0,Minas Gerais,São João del Rei,0.0,MEDICINA,0,11/08/2015,,0.0,,121,42,0,0,0.0,85,0,0,3,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,35.0,13.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,0,105,150.0,57.0,0.0,49.0,57.0,0.0,125,65,241,0,1050,1599,1185025,31.0,3162500.0
250,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UEPG,SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI,Pública Estadual,Universidade,2018,8258,41,8324,284,0,658062.0,Paraná,Ponta Grossa,0.0,MEDICINA,1,19/07/2009,,1.0,5.0,210,0,69,2,0.0,1,0,2,0,0,0,0.0,112,25.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,1.0,23.0,30.0,56.0,1.0,23.0,0.0,42.0,0.0,284,38,41,8323.0,1.0,0.0,40.0,1.0,0.0,41,40,284,38,37,730,150039,41.0,4119905.0
251,UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,FUNDACAO UNIVERSIDADE FEDERAL DO AMAPA,Pública Federal,Universidade,2018,8220,77,7138,328,0,1006640.0,Amapá,Macapá,1.0,MEDICINA,1,08/02/2010,,0.0,,26,267,0,0,0.0,32,0,1,3,0,0,0.0,2,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328,31,67,5611.0,1527.0,0.0,60.0,17.0,0.0,77,56,328,31,574,830,1029763,16.0,1600303.0
252,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,UNIVERSIDADE FEDERAL DE VICOSA,Pública Federal,Universidade,2018,7965,63,2303,268,0,1005394.0,Minas Gerais,Viçosa,0.0,MEDICINA,1,01/03/2010,,0.0,,27,206,0,0,0.0,35,0,0,0,0,0,0.0,123,65.0,5.0,123.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,3.0,268,44,52,2276.0,27.0,0.0,50.0,13.0,0.0,56,50,268,44,15588,8,1068548,31.0,3171303.0
253,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,SOCIEDADE MINEIRA DE CULTURA,Privada sem fins lucrativos,Universidade,2018,7202,149,3468,783,0,1855.0,Minas Gerais,Betim,0.0,MEDICINA,0,06/06/2012,,0.0,,567,123,0,0,0.0,93,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,405.0,178.0,0.0,0.0,12.0,0.0,0.0,62.0,0.0,0.0,0.0,187.0,0.0,0.0,563,70.0,426.0,222.0,36.0,70.0,14.0,122.0,24.0,2.0,783,80,150,3439.0,29.0,0.0,120.0,29.0,0.0,158,129,783,80,236,338,1108281,31.0,3106705.0
254,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,SOCIEDADE MINEIRA DE CULTURA,Privada sem fins lucrativos,Universidade,2018,7202,46,1182,54,0,1854.0,Minas Gerais,Contagem,0.0,MEDICINA,0,,,0.0,,1,52,0,0,0.0,1,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,54,0.0,54.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,54,0,54,1181.0,1.0,0.0,45.0,1.0,0.0,56,55,54,0,236,338,1399488,31.0,3118601.0
255,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,SOCIEDADE MINEIRA DE CULTURA,Privada sem fins lucrativos,Universidade,2018,7202,51,1429,101,0,592.0,Minas Gerais,Poços de Caldas,0.0,MEDICINA,0,,,0.0,,0,95,0,0,0.0,6,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,22.0,0.0,0.0,101,0.0,101.0,20.0,0.0,0.0,0.0,8.0,0.0,0.0,101,0,55,1423.0,6.0,0.0,45.0,6.0,0.0,60,54,101,0,236,338,1399489,31.0,3151800.0
256,FACULDADE DE CIÊNCIAS DA SAÚDE DE BARRETOS DR. PAULO PRATA,FCSB,SISTEMA MED SERVICOS EDUCACIONAIS S.A.,Privada com fins lucrativos,Faculdade,2018,8520,104,2870,485,0,1047228.0,São Paulo,Barretos,0.0,MEDICINA,0,06/02/2012,,0.0,,438,16,0,0,0.0,31,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158,0.0,112.0,36.0,31.0,0.0,0.0,0.0,12.0,0.0,485,86,95,2768.0,102.0,0.0,99.0,5.0,0.0,99,94,485,86,3524,14892,1109361,35.0,3505500.0
257,CENTRO UNIVERSITÁRIO FAMINAS,UNIFAMINAS,LAEL VARELLA EDUCACAO E CULTURA LTDA,Privada com fins lucrativos,Centro Universitário,2018,7597,155,782,362,0,658868.0,Minas Gerais,Muriaé,0.0,MEDICINA,0,14/07/2014,,0.0,,274,283,0,0,0.0,77,0,0,2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,164.0,101.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,44.0,2.0,0.0,33,0.0,30.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,362,0,126,606.0,176.0,0.0,107.0,48.0,0.0,149,101,362,0,1260,1913,1163738,31.0,3143906.0
258,FACULDADE METROPOLITANA SÃO CARLOS BJI,FAMESC-BJI,"SOCIEDADE METROPOLITANA DE EDUCACAO, CULTURA E TECNOLOGIA SAO CARLOS S/S LTDA - ME",Privada com fins lucrativos,Faculdade,2018,8000,26,250,39,0,137904.0,Rio de Janeiro,Bom Jesus do Itabapoana,0.0,MEDICINA,0,21/08/2017,,1.0,20.0,37,0,0,0,0.0,1,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,23,240.0,10.0,0.0,21.0,5.0,0.0,24,21,39,0,3394,12430,1166567,33.0,3300605.0
259,Faculdade de Medicina de Olinda,FMO,BARROS MELO ENSINO SUPERIOR S.A.,Privada com fins lucrativos,Faculdade,2018,8736,294,930,573,0,1055271.0,Pernambuco,Olinda,0.0,MEDICINA,0,21/10/2015,,0.0,,393,14,0,0,0.0,163,0,0,3,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573,0,277,750.0,180.0,0.0,200.0,94.0,0.0,280,185,573,0,15559,16879,1168313,26.0,2609600.0
260,FACULDADE DE CIÊNCIAS AGRÁRIAS E DA SAÚDE,FAS,UNIME - UNIAO METROPOLITANA PARA O DESENVOLVIMENTO DA EDUCACAO E CULTURA LTDA.,Privada com fins lucrativos,Faculdade,2018,7610,141,584,490,0,105059.0,Bahia,Lauro de Freitas,0.0,MEDICINA,0,31/03/2014,,0.0,,461,26,0,3,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,445.0,199.0,0.0,0.0,147.0,0.0,0.0,14.0,0.0,0.0,0.0,176.0,84.0,0.0,13,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,490,0,100,584.0,0.0,0.0,141.0,0.0,0.0,141,141,490,0,1029,1883,1178524,29.0,2919207.0
261,UNIVERSIDADE DE RIO VERDE,FESURV,FESURV - UNIVERSIDADE DE RIO VERDE,Pública Municipal,Universidade,2018,8700,155,147,769,4,659685.0,Goiás,Rio Verde,0.0,MEDICINA,0,03/01/2012,,0.0,,695,0,0,0,0.0,72,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769,83,120,142.0,5.0,0.0,150.0,5.0,0.0,148,142,769,83,73,3974,1178672,52.0,5218805.0
262,UNIVERSIDADE DE RIO VERDE,FESURV,FESURV - UNIVERSIDADE DE RIO VERDE,Pública Municipal,Universidade,2018,8700,141,129,523,10,1072258.0,Goiás,Aparecida de Goiânia,0.0,MEDICINA,0,28/07/2014,,0.0,,479,0,0,0,0.0,32,0,0,12,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523,0,113,118.0,11.0,0.0,130.0,11.0,0.0,131,118,523,0,73,3974,1321864,52.0,5201405.0
263,FACULDADE ALFREDO NASSER,FAN,ASSOCIACAO APARECIDENSE DE EDUCACAO,Privada sem fins lucrativos,Faculdade,2018,8000,161,1690,518,0,658590.0,Goiás,Aparecida de Goiânia,0.0,MEDICINA,0,17/11/2014,,1.0,5.0,518,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518,0,139,1690.0,0.0,0.0,140.0,21.0,0.0,170,170,518,0,1032,1573,5001294,52.0,5201405.0
264,UNIVERSIDADE DE RIO VERDE,FESURV,FESURV - UNIVERSIDADE DE RIO VERDE,Pública Municipal,Universidade,2018,8700,148,141,399,2,1075417.0,Goiás,Goianésia,0.0,MEDICINA,0,14/09/2015,,0.0,,321,0,0,0,0.0,73,3,0,2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399,0,120,133.0,8.0,0.0,140.0,8.0,0.0,143,133,399,0,73,3974,1342536,52.0,5208608.0
265,UNIVERSIDADE DO VALE DO TAQUARI,UNIVATES,FUNDACAO VALE DO TAQUARI DE EDUCACAO E DESENVOLVIMENTO SOCIAL - FUVATES,Privada sem fins lucrativos,Universidade,2018,9380,106,2874,282,0,690748.0,Rio Grande do Sul,Lajeado,0.0,MEDICINA,0,22/04/2014,,0.0,,160,68,0,0,0.0,54,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,88.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282,0,94,2472.0,402.0,0.0,80.0,26.0,0.0,97,71,282,0,133,1041,1179501,43.0,4311403.0
266,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,Pública Federal,Universidade,2018,7814,66,4262,289,6,1040101.0,Minas Gerais,Diamantina,0.0,MEDICINA,1,31/03/2014,,1.0,20.0,0,194,57,0,0.0,31,0,2,5,0,0,0.0,132,84.0,3.0,132.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,0.0,77.0,18.0,6.0,0.0,9.0,10.0,6.0,0.0,289,0,69,4212.0,50.0,0.0,60.0,6.0,0.0,73,60,289,0,9088,596,1185076,31.0,3121605.0
267,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,Pública Federal,Universidade,2018,7808,66,5484,245,5,1046401.0,Minas Gerais,Teófilo Otoni,0.0,MEDICINA,1,09/09/2014,,0.0,,0,165,58,0,0.0,15,0,0,6,1,0,0.0,122,82.0,3.0,122.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,0.0,133.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,245,0,67,5439.0,45.0,0.0,60.0,6.0,0.0,74,60,245,0,9088,596,1292713,31.0,3168606.0
268,UNIVERSIDADE DO ESTADO DE MATO GROSSO,UNEMAT,FUNDACAO UNIVERSIDADE DO ESTADO DE MATO GROSSO,Pública Estadual,Universidade,2018,7920,98,8118,342,5,1059800.0,Mato Grosso,Cáceres,0.0,MEDICINA,1,30/07/2012,,0.0,,161,109,0,4,0.0,61,0,6,1,0,0,0.0,148,70.0,0.0,75.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342,40,72,7660.0,458.0,0.0,60.0,19.0,19.0,73,51,342,40,482,719,1188849,51.0,5102504.0
269,FACULDADE DINÂMICA DO VALE DO PIRANGA,FADIP,SESP SOCIEDADE EDUCACIONAL SUPERIOR DE PONTE NOVA LTDA,Privada com fins lucrativos,Faculdade,2018,8172,105,410,202,0,659249.0,Minas Gerais,Ponte Nova,0.0,MEDICINA,0,03/08/2015,,0.0,,173,12,0,0,0.0,16,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,41.0,7.0,0.0,0.0,4.0,0.0,0.0,6.0,9.0,0.0,0.0,2.0,14.0,0.0,202,0.0,202.0,13.0,2.0,0.0,0.0,3.0,2.0,1.0,202,0,68,385.0,25.0,0.0,67.0,38.0,0.0,72,67,202,0,1711,2636,1189607,31.0,3152105.0
270,FACULDADE UBAENSE OZANAM COELHO,FAGOC,SEGOC - SOCIEDADE EDUCACIONAL GOVERNADOR OZANAM COELHO LTDA,Privada com fins lucrativos,Faculdade,2018,9352,87,86,306,0,658428.0,Minas Gerais,Ubá,0.0,MEDICINA,0,04/08/2014,,0.0,,220,24,0,18,0.0,44,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306,0,72,64.0,22.0,0.0,68.0,19.0,0.0,83,64,306,0,907,1362,1190621,31.0,3169901.0
271,FACULDADES INTEGRADAS DE PATOS,FIP,CENTRO EDUCACIONAL DE ENSINO SUPERIOR DE PATOS LTDA,Privada com fins lucrativos,Faculdade,2018,9320,129,1039,410,0,659444.0,Paraíba,Patos,0.0,MEDICINA,0,25/08/2014,,0.0,,234,65,0,0,0.0,111,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,286.0,268.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,51,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,410,0,126,879.0,160.0,0.0,60.0,69.0,0.0,129,60,410,0,16265,3304,1191415,25.0,2510808.0
272,FACULDADE DE CIÊNCIAS GERENCIAIS DE MANHUAÇU,FACIG,CENTRO SUPERIOR DE ESTUDOS DE MANHUACU LTDA,Privada com fins lucrativos,Faculdade,2018,7250,69,698,194,0,147211.0,Minas Gerais,Manhuaçu,0.0,MEDICINA,0,01/07/2014,,1.0,2.48,122,9,0,27,0.0,36,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,62.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,0,55,672.0,26.0,0.0,43.0,26.0,0.0,69,43,194,0,1301,1984,1193264,31.0,3139409.0
273,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,UFRB,UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA - UFRB,Pública Federal,Universidade,2018,8051,0,0,290,0,1005209.0,Bahia,Santo Antônio de Jesus,0.0,MEDICINA,1,11/11/2013,,1.0,2.53,0,0,0,0,0.0,0,0,1,25,0,264,0.0,73,64.0,0.0,43.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,1.0,12.0,4.0,43.0,1.0,8.0,4.0,12.0,0.0,290,0,17,0.0,0.0,0.0,0.0,0.0,0.0,21,0,290,0,9114,4503,1202547,29.0,2928703.0
274,CENTRO UNIVERSITÁRIO MAX PLANCK,,INSTITUTO DE ENSINO SUPERIOR DE INDAIATUBA LTDA,Privada com fins lucrativos,Centro Universitário,2018,7576,80,220,55,0,1055645.0,São Paulo,Indaiatuba,0.0,MEDICINA,0,,,0.0,,55,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0,55,220.0,0.0,0.0,80.0,0.0,0.0,55,55,55,0,1399,2123,1258021,35.0,3520509.0
275,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,Pública Federal,Universidade,2018,7717,81,5588,228,6,1000100.0,Minas Gerais,Lavras,0.0,MEDICINA,1,02/03/2015,,0.0,,0,151,40,0,0.0,34,0,2,0,1,0,0.0,90,54.0,0.0,36.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,4.0,5.0,25.0,15.0,4.0,5.0,1.0,8.0,1.0,228,0,68,4791.0,797.0,0.0,60.0,21.0,0.0,80,57,228,0,8137,592,1267038,31.0,3138203.0
276,UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,USCS,UNIVERSIDADE MUNICIPAL DE SAO CAETANO DO SUL,Pública Municipal,Universidade,2018,8255,130,2173,585,0,2296.0,São Paulo,São Caetano do Sul,0.0,MEDICINA,0,17/03/2014,,0.0,,585,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,154.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585,0,130,2128.0,45.0,0.0,120.0,10.0,0.0,130,130,585,0,394,605,1278877,35.0,3548807.0
277,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,UFOB,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,Pública Federal,Universidade,2018,8785,80,3048,243,0,1066442.0,Bahia,Barreiras,0.0,MEDICINA,1,08/09/2014,,0.0,,0,225,0,0,0.0,10,0,1,4,3,0,0.0,6,4.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243,0,68,3048.0,0.0,0.0,80.0,0.0,0.0,77,77,243,0,16078,18506,1292725,29.0,2903201.0
278,FACULDADE SÃO FRANCISCO DE BARREIRAS - FASB,FASB,INSTITUTO AVANCADO DE ENSINO SUPERIOR DE BARREIRAS - IAESB,Privada sem fins lucrativos,Faculdade,2018,8102,103,120,175,8,658332.0,Bahia,Barreiras,0.0,MEDICINA,0,,,0.0,,127,26,0,0,0.0,22,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,28.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,0,100,109.0,11.0,0.0,80.0,20.0,3.0,124,109,175,0,824,1227,5001341,29.0,2903201.0
279,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,UNILA,UNIVERSIDADE FEDERAL DA INTEGRACAO LATINO-AMERICANA,Pública Federal,Universidade,2018,7536,73,3211,281,0,1071745.0,Paraná,Foz do Iguaçu,0.0,MEDICINA,1,18/08/2014,,0.0,,0,130,0,118,0.0,29,0,0,4,0,0,0.0,57,21.0,0.0,57.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,0.0,100.0,13.0,8.0,0.0,21.0,8.0,6.0,2.0,281,0,55,2238.0,973.0,0.0,60.0,13.0,0.0,61,58,281,0,15600,15001,1292726,41.0,4108304.0
280,UNIVERSIDADE FEDERAL DO SUL DA BAHIA,UFESBA,UNIVERSIDADE FEDERAL DO SUL DA BAHIA,Pública Federal,Universidade,2018,2020,80,159,180,0,1066450.0,Bahia,Teixeira de Freitas,0.0,MEDICINA,1,13/05/2014,,0.0,,0,0,0,0,0.0,0,0,0,0,0,180,0.0,75,63.0,0.0,41.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,7.0,1.0,3.0,0.0,2.0,0.0,3.0,0.0,180,0,0,159.0,0.0,0.0,80.0,0.0,0.0,0,0,180,0,16126,18812,1292917,29.0,2931350.0
281,CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE,UNIFAE,CENTRO UNIVERSITARIO DAS FACULDADES ASSOCIADAS DE ENSINO-FAE,Especial,Centro Universitário,2018,7607,75,1876,306,0,657786.0,São Paulo,São João da Boa Vista,0.0,MEDICINA,0,25/06/2014,,0.0,,303,0,0,0,0.0,3,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,122.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306,0,64,1876.0,0.0,0.0,65.0,10.0,0.0,65,65,306,0,155,217,1295813,35.0,3549102.0
